Date,Open,High,Low,Close,Volume
2023-12-26 00:00:00+00:00,267.0721740722656,302.70758056640625,265.0900573730469,297.6932373046875,1941843757
2023-12-27 00:00:00+00:00,297.7483215332031,323.7694091796875,286.40338134765625,323.6773376464844,1893987416
2023-12-28 00:00:00+00:00,323.8037109375,337.4258117675781,321.3273010253906,323.5989990234375,1987714005
2023-12-29 00:00:00+00:00,323.5130310058594,325.5014343261719,309.1914367675781,313.8787536621094,1415732360
2023-12-30 00:00:00+00:00,313.8419494628906,320.111572265625,313.56005859375,317.16619873046875,901159404
2023-12-31 00:00:00+00:00,317.0681457519531,325.00653076171875,310.6978454589844,312.4356994628906,953254184
2024-01-01 00:00:00+00:00,312.38592529296875,315.74566650390625,308.09674072265625,314.4082946777344,910568057
2024-01-02 00:00:00+00:00,314.2675476074219,320.9332275390625,308.35064697265625,312.10382080078125,1133024158
2024-01-03 00:00:00+00:00,312.151611328125,332.74920654296875,301.419189453125,316.6612854003906,1927148986
2024-01-04 00:00:00+00:00,316.62445068359375,323.8224792480469,312.14544677734375,323.6000061035156,1285291962
2024-01-05 00:00:00+00:00,323.6202392578125,327.0423278808594,310.6506652832031,317.4502868652344,1257230413
2024-01-06 00:00:00+00:00,317.49517822265625,317.8272705078125,301.3959655761719,307.79449462890625,1051283820
2024-01-07 00:00:00+00:00,307.7940673828125,309.88238525390625,301.0862121582031,302.8905334472656,817795075
2024-01-08 00:00:00+00:00,302.90350341796875,308.2834777832031,290.8804016113281,304.5003967285156,1141697708
2024-01-09 00:00:00+00:00,304.4752502441406,306.6708068847656,296.5199890136719,300.9761047363281,1374376391
2024-01-10 00:00:00+00:00,300.98260498046875,309.6028747558594,290.1220397949219,305.0968322753906,1199728038
2024-01-11 00:00:00+00:00,305.2237854003906,316.7200622558594,302.64752197265625,308.7015075683594,1326827289
2024-01-12 00:00:00+00:00,308.6283264160156,312.68658447265625,290.7372741699219,296.6304626464844,1198386629
2024-01-13 00:00:00+00:00,296.62542724609375,302.9240417480469,291.5197448730469,302.227294921875,816347256
2024-01-14 00:00:00+00:00,302.22711181640625,306.5023193359375,299.0142517089844,299.05133056640625,787643004
2024-01-15 00:00:00+00:00,299.02581787109375,319.5900573730469,299.02581787109375,317.5672607421875,1667214322
2024-01-16 00:00:00+00:00,317.5467834472656,318.7459411621094,313.5428466796875,315.22625732421875,1143877764
2024-01-17 00:00:00+00:00,315.1612243652344,315.92755126953125,307.3587646484375,309.08538818359375,1206464161
2024-01-18 00:00:00+00:00,309.0931091308594,315.1431884765625,305.7171630859375,313.2928771972656,1105813150
2024-01-19 00:00:00+00:00,313.2928771972656,315.64007568359375,306.3778381347656,314.3004455566406,1036123822
2024-01-20 00:00:00+00:00,314.30023193359375,316.96038818359375,312.3036193847656,316.96038818359375,694855739
2024-01-21 00:00:00+00:00,316.9617614746094,321.2838134765625,316.22259521484375,318.3186950683594,723174009
2024-01-22 00:00:00+00:00,318.37908935546875,319.7400817871094,304.5782165527344,305.43701171875,948987847
2024-01-23 00:00:00+00:00,305.4375,311.1738586425781,291.0572814941406,298.4039001464844,1065495592
2024-01-24 00:00:00+00:00,298.4072265625,300.3409729003906,290.8543395996094,293.0914306640625,960725208
2024-01-25 00:00:00+00:00,293.0929870605469,296.052490234375,287.7281494140625,291.9192810058594,1086918042
2024-01-26 00:00:00+00:00,291.9390563964844,303.7918395996094,290.87738037109375,302.3179931640625,964268733
2024-01-27 00:00:00+00:00,302.3171691894531,307.41143798828125,302.0614318847656,305.8248291015625,691653061
2024-01-28 00:00:00+00:00,305.7743835449219,308.7686462402344,303.2923583984375,304.9756164550781,782354766
2024-01-29 00:00:00+00:00,305.0214538574219,310.7130126953125,304.60357666015625,310.7080078125,824640185
2024-01-30 00:00:00+00:00,310.7080078125,312.96221923828125,306.9179382324219,307.4627380371094,777667889
2024-01-31 00:00:00+00:00,307.4723815917969,307.864990234375,298.96063232421875,300.35107421875,814318731
2024-02-01 00:00:00+00:00,300.35107421875,301.8831787109375,296.5621337890625,300.1759033203125,754502530
2024-02-02 00:00:00+00:00,300.1639099121094,304.2850646972656,299.9427795410156,301.15496826171875,699579739
2024-02-03 00:00:00+00:00,301.181396484375,303.5091552734375,299.62506103515625,299.7367248535156,606345017
2024-02-04 00:00:00+00:00,299.7156677246094,307.4093322753906,298.2126159667969,304.7341613769531,818836774
2024-02-05 00:00:00+00:00,304.71844482421875,306.52313232421875,299.54913330078125,300.8540344238281,826414727
2024-02-06 00:00:00+00:00,300.8583679199219,303.5723571777344,300.63946533203125,302.71014404296875,680038428
2024-02-07 00:00:00+00:00,302.71160888671875,308.47808837890625,300.84954833984375,307.63458251953125,776516914
2024-02-08 00:00:00+00:00,307.57354736328125,320.4073486328125,307.5062255859375,318.87188720703125,1206142745
2024-02-09 00:00:00+00:00,318.9233703613281,325.64459228515625,318.202392578125,323.84228515625,1094700959
2024-02-10 00:00:00+00:00,323.8716125488281,325.42669677734375,319.5799560546875,323.1338806152344,737748174
2024-02-11 00:00:00+00:00,323.103515625,324.768310546875,320.30938720703125,320.78753662109375,706320478
2024-02-12 00:00:00+00:00,320.80401611328125,331.4398498535156,315.93243408203125,327.9446105957031,982444950
2024-02-13 00:00:00+00:00,327.9324035644531,329.2057800292969,319.4844055175781,324.86822509765625,886487720
2024-02-14 00:00:00+00:00,324.8655700683594,334.369140625,323.8765869140625,334.2459716796875,887463520
2024-02-15 00:00:00+00:00,334.21087646484375,365.13311767578125,333.8529968261719,354.7108154296875,1744161787
2024-02-16 00:00:00+00:00,354.68756103515625,365.56207275390625,351.70159912109375,360.890380859375,1461675119
2024-02-17 00:00:00+00:00,360.8729553222656,363.28179931640625,349.043212890625,352.9081115722656,1101515839
2024-02-18 00:00:00+00:00,352.9129943847656,358.00885009765625,349.6799621582031,349.6799621582031,959954204
2024-02-19 00:00:00+00:00,349.67828369140625,355.6981201171875,349.623779296875,351.8070983886719,1290009052
2024-02-20 00:00:00+00:00,351.8079528808594,360.3736267089844,346.0740051269531,354.8639221191406,1489888631
